Timeline,Start time,Duration,Row,Instance number,Action,Box Touch Number,Lineup,LiveDrills,On Court,PossessionType,Reversal Number,Shot Quality,Teaching,Teammate,Ungrouped,Notes,Flags
260114,2398.7980613599834,20.603012583016607,Grey,1,+3,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 2,,,,,
260114,2451.112,24.95971956199992,Grey,2,-3,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 2,Shot Qual 3,,,,,
260114,2496.659089952,13.791518060999806,Grey,3,+2,Box Touch 1, | #4 Grant Neal | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#4 Grant Neal, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,,
260114,2576.329909874339,15.082004626660819,Grey,4,"Deflection, Deflection, Steal",Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,5v5 Hog,"#4 Grant Neal, #5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,No Shot,,,,,
260114,2606.79746407966,21.142814407339756,Grey,5,+2,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#4 Grant Neal, #5 Myles Watkins, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,,
260114,2638.4964717300004,25.612253145999603,Grey,6,+3,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#4 Grant Neal, #5 Myles Watkins, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 2,,,,,
260114,2682.839661488,11.567238101000385,Grey,7,,Box Touch 1, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,"Foul Drawn, Shot Qual 4",,,,,
260114,2712.9977777566587,3.9496764993414217,Grey,8,+1,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Special,Reversal 0,Shot Qual 4,,,,,
260114,2721.597452303658,11.220963397342075,Grey,9,+2,Box Touch 1, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,,
260114,2741.79729203332,20.540316256679944,Grey,10,-3,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 3,,,,,
260114,3344.1981045816606,30.518866751339374,Grey,11,-2,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 1,,,,,
260114,3395.398134706325,23.262752583675137,Grey,12,-3,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5 Hog,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 2,Shot Qual 2,,,,,
260114,5107.298894915322,21.71667189267737,Grey,13,+2,Box Touch 1, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 3,,,,,
260114,5175.9978126126525,20.941479072347647,Grey,14,,Box Touch 0, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,No Shot,,,,,
260114,5307.797852262987,31.32874071801234,Grey,15,+3,Box Touch 0, | #4 Grant Neal | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5,"#4 Grant Neal, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 2,,,,,
260114,5415.198167610992,30.18498416800867,Grey,16,,Box Touch 1, | #5 Myles Watkins | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson,5v5,"#5 Myles Watkins, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 2,No Shot,,,,,
260114,2827.398187831655,22.646781447344893,Red,1,-3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #7 Donovan Hunter | #8 Kenyon Goodin | #10 Grant Whitaker,5v5 Hog,"#0 Tommy Clark, #2 Tyler Doyle, #7 Donovan Hunter, #8 Kenyon Goodin, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 2,,,,,
260114,2848.217148975,9.672580063000169,Red,2,+3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #7 Donovan Hunter | #8 Kenyon Goodin | #10 Grant Whitaker,5v5 Hog,"#0 Tommy Clark, #2 Tyler Doyle, #7 Donovan Hunter, #8 Kenyon Goodin, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 3,,,,,
