Timeline,Start time,Duration,Row,Instance number,Action,Box Touch Number,Lineup,LiveDrills,On Court,PossessionType,Reversal Number,Shot Quality,Teaching,Teammate,X Cross,Ungrouped,Notes,Flags
251230,2889.4975669573337,17.490531195666335,Red,11,-3,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker | #23 Sam Donald,5v5 Hog,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker, #23 Sam Donald",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,3509.498876042,25.0114835710001,Red,12,+3,Box Touch 0, | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker | #23 Sam Donald | #44 Jacob Wassler,Baseline Touch,"#5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker, #23 Sam Donald, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,3606.4950939713267,17.68426604967317,Red,13,,Box Touch 1, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #23 Sam Donald,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #23 Sam Donald",Half Court,Reversal 1,"Foul Drawn, Shot Qual 4",,,,,,
251230,3630.4981087906745,23.326571952325594,Red,14,-2,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #23 Sam Donald,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #23 Sam Donald",Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,3666.9968388316647,10.411449918335165,Red,15,+3,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #10 Grant Whitaker | #23 Sam Donald | #44 Jacob Wassler,Baseline Touch,"#0 Tommy Clark, #4 Grant Neal, #10 Grant Whitaker, #23 Sam Donald, #44 Jacob Wassler",Transition,Reversal 0,Shot Qual 3,,,,,,
251230,3794.1982596073285,17.066518010671643,Red,16,+2,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker | #44 Jacob Wassler,Baseline Touch,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 3,,,,,,
251230,4219.198131747666,25.734784396334362,Red,17,-2,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,4287.898079860664,22.380673557335285,Red,18,-3,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #23 Sam Donald | #44 Jacob Wassler,4v4,"#4 Grant Neal, #5 Myles Watkins, #23 Sam Donald, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,4308.309264622,14.824521173999528,Red,19,,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #23 Sam Donald | #44 Jacob Wassler,4v4,"#4 Grant Neal, #5 Myles Watkins, #23 Sam Donald, #44 Jacob Wassler",Half Court,Reversal 1,"Foul Drawn, Shot Qual 4",,,,,,
251230,4378.996646389992,18.8103524830085,Red,20,+2,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #23 Sam Donald | #44 Jacob Wassler,4v4,"#4 Grant Neal, #5 Myles Watkins, #23 Sam Donald, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 4,Good O,,,,,
251230,4407.797822011994,22.744876543006285,Red,21,-2,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #23 Sam Donald | #44 Jacob Wassler,4v4,"#4 Grant Neal, #5 Myles Watkins, #23 Sam Donald, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,4474.57,17.610981417000403,Red,22,,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#0 Tommy Clark, #4 Grant Neal, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 2,No Shot,,,,,,
251230,4653.298430224,12.80793088199971,Red,23,,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker | #23 Sam Donald,4v4,"#4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker, #23 Sam Donald",Half Court,Reversal 1,No Shot,,,,,,
251230,5190.926046833,12.07501473100001,Red,24,+2,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 4,,,,,,
251230,5211.598434682659,22.127430838340842,Red,25,,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,No Shot,,,,,,
251230,5294.997645209986,22.622961663013484,Red,26,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #44 Jacob Wassler,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,5328.597869533675,20.472852969324776,Red,27,+2,Box Touch 1, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 4,,,,,,
251230,5369.69753968899,12.709551542009649,Red,28,-3,Box Touch 0, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,5380.382895732,15.687771359999715,Red,29,+3,Box Touch 3, | #4 Grant Neal | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#4 Grant Neal, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,5405.697459499001,18.026991406999514,Red,30,+2,Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 2,Shot Qual 4,,,,,,
251230,5437.997814427994,12.921425055005784,Red,31,-2,Box Touch 1, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,5466.898092729665,9.248330733335024,Red,32,-3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker,4v4,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker",Half Court,Reversal 0,Shot Qual 1,,,,,,
251230,6034.197128416996,17.933185747004245,Red,33,+3,Box Touch 0, | #0 Tommy Clark | #5 Myles Watkins | #7 Donovan Hunter | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #5 Myles Watkins, #7 Donovan Hunter, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,6117.3977091663355,33.9079898176642,Red,34,-3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,6211.895726682339,33.65334355166124,Red,35,"Deflection, +2",Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 2,Shot Qual 4,,,,,,
251230,6380.698552699663,29.334550457337173,Red,36,-3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,6470.197170624326,14.610461506674255,Red,37,+3,Box Touch 0, | #0 Tommy Clark | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,6549.597314646336,34.70171526366448,Red,38,+2,Box Touch 1, | #2 Tyler Doyle | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#2 Tyler Doyle, #4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 4,Shot Qual 2,,,,,,
251230,6788.598615414663,30.527601975337348,Red,39,-3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,6891.898440581,33.782239191999906,Red,40,"Deflection, -2",Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,6936.7978955966655,14.852087958334778,Red,41,,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 0,No Shot,Good D,,,,,
251230,7083.305676082,16.70284215599986,Red,42,-2,Box Touch 1, | #0 Tommy Clark | #2 Tyler Doyle | #4 Grant Neal | #5 Myles Watkins | #10 Grant Whitaker,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #4 Grant Neal, #5 Myles Watkins, #10 Grant Whitaker",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,7130.896641305657,22.813583103343262,Red,43,,Box Touch 1, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 2,No Shot,,,,,,
251230,7252.764033333333,6.01706912366717,Red,44,+2,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 4,Bad D,,,,,
251230,7343.798377998339,26.327843500661402,Red,45,,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 1,No Shot,,,,,,
251230,7391.998407561995,12.72304012600489,Red,46,-3,Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,7491.466095667,14.512374803999592,Red,47,"D REB, -3",Box Touch 0, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Transition,Reversal 0,Shot Qual 1,,,,,,
251230,7658.297396148997,17.87473012400278,Red,48,+3,Box Touch 1, | #0 Tommy Clark | #2 Tyler Doyle | #5 Myles Watkins | #10 Grant Whitaker | #44 Jacob Wassler,5v5,"#0 Tommy Clark, #2 Tyler Doyle, #5 Myles Watkins, #10 Grant Whitaker, #44 Jacob Wassler",Special,Reversal 0,Shot Qual 1,,,,,,
251230,1905.6,22.08496708200005,Grey,1,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 5,Shot Qual 2,,,,,,
251230,1983.698528625002,23.472144572998104,Grey,2,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 3,Shot Qual 3,,,,,,
251230,2005.346180187,16.29244920999986,Grey,3,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,2044.1977872686687,11.609679044331415,Grey,4,+3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,2099.997473474001,24.652007207999304,Grey,5,-2,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 4,Shot Qual 1,,,,,,
251230,2123.054644167,7.60710940700028,Grey,6,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Scramble,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,2501.031836305996,28.455005084003915,Grey,7,"Deflection, -3",Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #32 Jack Karasinki,5v5 Hog,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,2721.5,26.896101900999838,Grey,8,+3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,5v5 Hog,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,2787.987,21.744417348999832,Grey,9,+3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,5v5 Hog,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 3,Good O,,,,,
251230,2844.4833222222223,27.959745096777624,Grey,10,-2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,5v5 Hog,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 1,Good D,,,,,
251230,3533.386926758,23.188256389000344,Grey,11,Deflection,Box Touch 1, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #32 Jack Karasinki,Baseline Touch,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 2,No Shot,,,,,,
251230,3590.7984573746626,17.524838964337505,Grey,12,-2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,Baseline Touch,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 2,Shot Qual 3,,,,,,
251230,3676.649386369,24.65426159300023,Grey,13,+2,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #24 Michael Wilson | #32 Jack Karasinki,Baseline Touch,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 4,,,,,,
251230,3761.13562705,12.275376821000009,Grey,14,+3,Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #32 Jack Karasinki,Baseline Touch,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #32 Jack Karasinki",Transition,Reversal 1,Shot Qual 3,,,,,,
251230,4251.898232873661,11.064294000339032,Grey,15,Deflection,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,4v4,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,No Shot,,,,,,
251230,4271.098009666328,9.76086590567229,Grey,16,-3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #24 Michael Wilson | #32 Jack Karasinki,4v4,"#2 Tyler Doyle, #8 Kenyon Goodin, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,4450.398376673658,14.266570141341617,Grey,17,,Box Touch 1, | #2 Tyler Doyle | #8 Kenyon Goodin | #22 Darrius Bolden | #32 Jack Karasinki,4v4,"#2 Tyler Doyle, #8 Kenyon Goodin, #22 Darrius Bolden, #32 Jack Karasinki",Half Court,Reversal 1,No Shot,,,,,,
251230,4525.297304915334,12.86445752666532,Grey,18,,Box Touch 0, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 2,No Shot,,,,,,
251230,4548.398183901659,8.455967498341124,Grey,19,-3,Box Touch 0, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,,,
251230,4554.894047817,3.1037098670003616,Grey,20,-2,Box Touch 0, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 4,,,,,,
251230,4555.997757684,4.225169356000151,Grey,21,-2,Box Touch 0, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 0,Shot Qual 3,,,,,,
251230,4568.256988888889,21.18151943011071,Grey,22,,Box Touch 1, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 2,"Foul Drawn, Shot Qual 4",,,,,,
251230,4598.899091810661,18.20665058333907,Grey,23,,Box Touch 0, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 1,No Shot,,,,,,
251230,4679.39,24.455115006999222,Grey,24,"Deflection, Deflection, -3",Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson,4v4,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson",Half Court,Reversal 1,Shot Qual 1,Good D,,,,,
251230,4996.797176442331,19.531621819669454,Grey,25,,Box Touch 1, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #32 Jack Karasinki,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #32 Jack Karasinki",Half Court,Reversal 2,"Foul Drawn, Shot Qual 4",,,,,,
251230,5036.997857666335,23.946091418664764,Grey,26,-3,Box Touch 1, | #2 Tyler Doyle | #11 Brian Waddell | #22 Darrius Bolden | #32 Jack Karasinki,4v4,"#2 Tyler Doyle, #11 Brian Waddell, #22 Darrius Bolden, #32 Jack Karasinki",Half Court,Reversal 2,Shot Qual 2,,,,,,
251230,5070.597623959329,12.713303291670854,Grey,27,,Box Touch 0, | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,4v4,"#8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 1,No Shot,,,,,,
251230,5090.997422665662,21.304033459337916,Grey,28,-3,Box Touch 0, | #22 Darrius Bolden | #23 Sam Donald | #24 Michael Wilson | #32 Jack Karasinki,4v4,"#22 Darrius Bolden, #23 Sam Donald, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 2,Shot Qual 3,,,,,,
251230,5143.698445542335,25.51126870666485,Grey,29,-3,Box Touch 2, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden,4v4,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden",Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,6051.898428790671,12.469131916329388,Grey,30,+3,Box Touch 0, | #2 Tyler Doyle | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #32 Jack Karasinki,5v5,"#2 Tyler Doyle, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #32 Jack Karasinki",Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,6175.69805362466,14.354129416339674,Grey,31,-3,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #22 Darrius Bolden | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #22 Darrius Bolden, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 1,,,,,,
