Timeline,Start time,Duration,Row,Instance number,Action,Box Touch Number,Lineup,LiveDrills,On Court,PossessionType,Reversal Number,Shot Quality,Teaching,Teammate,X Cross,Ungrouped,Notes,Flags
251230,6244.698131164998,22.74728924900228,Grey,32,,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 2,No Shot,,,,,,
251230,6408.298381166329,17.589993497671458,Grey,33,,Box Touch 1, | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 2,No Shot,,,,,,
251230,6484.897927721993,7.448037299006501,Grey,34,,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #23 Sam Donald | #24 Michael Wilson,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #23 Sam Donald, #24 Michael Wilson",Half Court,Reversal 0,No Shot,,,,,,
251230,6753.598315041325,10.748036462675373,Grey,35,+2,Box Touch 1, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 1,"Foul Drawn, Shot Qual 4",,,,,,
251230,6784.597680834,4.857964873999663,Grey,36,+1,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Special,Reversal 0,Shot Qual 4,,,,,,
251230,6816.886503042,30.271965869999804,Grey,37,-3,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 2,Shot Qual 3,,,,,,
251230,6873.998443232991,18.672140773009232,Grey,38,+2,Box Touch 2, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 2,Shot Qual 4,,,,,,
251230,6923.698242721661,11.051584883339274,Grey,39,"D REB, +3",Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Transition,Reversal 1,Shot Qual 3,,,,,,
251230,7258.197862124003,28.642459523996877,Grey,40,"Deflection, -3",Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #23 Sam Donald | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #23 Sam Donald, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,7285.049673708,4.634506458000033,Grey,41,,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #23 Sam Donald | #24 Michael Wilson | #32 Jack Karasinki,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #23 Sam Donald, #24 Michael Wilson, #32 Jack Karasinki",Half Court,Reversal 0,"Foul Drawn, No Shot",,,,,,
251230,7328.665383152773,4.4964947272274,Grey,42,+1,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Special,Reversal 0,Shot Qual 4,,,,,,
251230,7340.243,4.274494521999259,Grey,43,+1,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Special,Reversal 0,Shot Qual 4,,,,,,
251230,7433.197937706667,13.120533460332808,Grey,44,,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Half Court,Reversal 0,"Foul Drawn, No Shot",,,,,,
251230,7488.8975325416595,4.568563125340916,Grey,45,-1,Box Touch 0, | #7 Donovan Hunter | #8 Kenyon Goodin | #11 Brian Waddell | #22 Darrius Bolden | #23 Sam Donald,5v5,"#7 Donovan Hunter, #8 Kenyon Goodin, #11 Brian Waddell, #22 Darrius Bolden, #23 Sam Donald",Special,Reversal 0,Shot Qual 4,,,,,,
251230,3052.169534545,9.653441887000099,Team1,1,,,,,,,,,,,X 4 Curl,,,
251230,3236.7978625720048,12.6036623759951,Team1,2,,,,,,,,,,,X Cross Vert,,,
251230,3451.053,7.045593210000334,Team1,3,,,,,,,,,,,X 5 Go,,,
251230,1869.663321883,8.0,#0 Tommy Clark,1,-3,Box Touch 0,,Scramble,,Half Court,Reversal 2,Shot Qual 2,,,,,,
251230,2618.324542375,10.0,#0 Tommy Clark,2,No Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3669.40828875,8.0,#0 Tommy Clark,3,+3,Box Touch 0,,Baseline Touch,,Transition,Reversal 0,Shot Qual 3,,,,,,
251230,4236.512806546,10.0,#0 Tommy Clark,4,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4690.528606523,10.0,#0 Tommy Clark,5,Deflection,,,4v4,,Half Court,,,,,,,,
251230,5075.310927251,10.0,#0 Tommy Clark,6,Steal,,,4v4,,Half Court,,,,,,,,
251230,5309.726885749,10.0,#0 Tommy Clark,7,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5415.724450906,10.0,#0 Tommy Clark,8,Assist,,,4v4,,Half Court,,,,,,,,
251230,5467.893892579,10.0,#0 Tommy Clark,9,No Crash,,,4v4,,Half Court,,,,,,,,
251230,6043.849019141,10.0,#0 Tommy Clark,10,Crash,,,5v5,,Half Court,,,,,,,,
251230,6143.305698984,8.0,#0 Tommy Clark,11,-3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,6402.116064352,10.0,#0 Tommy Clark,12,No Crash,,,5v5,,Half Court,,,,,,,,
251230,6476.880764831,10.0,#0 Tommy Clark,13,No Crash,,,5v5,,Half Court,,,,,,,,
251230,6810.886503042,10.0,#0 Tommy Clark,14,No Crash,,,5v5,,Half Court,,,,,,,,
251230,7273.663798832,10.0,#0 Tommy Clark,15,Deflection,,,5v5,,Half Court,,,,,,,,
251230,7396.805342693,10.0,#0 Tommy Clark,16,Crash,,,5v5,,Half Court,,,,,,,,
251230,7396.805342693,10.0,#0 Tommy Clark,17,Deflection,,,5v5,,Half Court,,,,,,,,
251230,7495.369424601,10.609045870000045,#0 Tommy Clark,18,-3,Box Touch 0,,5v5,,Transition,Reversal 0,Shot Qual 1,,,,,,
251230,1869.534598254,10.0,#23 Sam Donald,1,Crash,,,Scramble,,Half Court,,,,,,,,
251230,1869.663321883,10.0,#23 Sam Donald,2,Deflection,,,Scramble,,Half Court,,,,,,,,
251230,1877.953162295,10.0,#23 Sam Donald,3,Turnover,,,Scramble,,Half Court,,,,,,,,
251230,2150.142268111,8.0,#23 Sam Donald,4,-3,Box Touch 0,,Scramble,,Half Court,Reversal 3,Shot Qual 3,,,,,,
251230,2158.307413333,10.0,#23 Sam Donald,5,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2515.407544208,10.0,#23 Sam Donald,6,Deflection,,,5v5 Hog,,Half Court,,,,,,,,
251230,2618.324542375,10.0,#23 Sam Donald,7,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,2899.164741691,10.0,#23 Sam Donald,8,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3526.510359613,8.0,#23 Sam Donald,9,+3,Box Touch 0,,Baseline Touch,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,3600.323296339,10.0,#23 Sam Donald,10,D REB,,,Baseline Touch,,Half Court,,,,,,,,
251230,3669.43966334,10.0,#23 Sam Donald,11,Crash,,,Baseline Touch,,Transition,,,,,,,,
251230,4254.962526874,10.0,#23 Sam Donald,12,Deflection,,,4v4,,Half Court,,,,,,,,
251230,4272.858875572,10.0,#23 Sam Donald,13,D REB,,,4v4,,Half Court,,,,,,,,
251230,4302.309264622,10.0,#23 Sam Donald,14,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4422.542698555,8.0,#23 Sam Donald,15,-2,Box Touch 0,,4v4,,Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,5104.301456125,8.0,#23 Sam Donald,16,-3,Box Touch 0,,4v4,,Half Court,Reversal 2,Shot Qual 3,,,,,,
251230,6811.103554692,10.0,#23 Sam Donald,17,D REB,,,5v5,,Half Court,,,,,,,,
251230,6838.790805229,10.0,#23 Sam Donald,18,Deflection,,,5v5,,Half Court,,,,,,,,
251230,6838.790805229,10.0,#23 Sam Donald,19,Crash,,,5v5,,Half Court,,,,,,,,
251230,6927.074411514,10.0,#23 Sam Donald,20,Crash,,,5v5,,Transition,,,,,,,,
251230,7279.049673708,10.0,#23 Sam Donald,21,Crash,,,5v5,,Half Court,,,,,,,,
251230,1869.534598254,10.0,#10 Grant Whitaker,1,Crash,,,Scramble,,Half Court,,,,,,,,
251230,1869.663321883,10.0,#10 Grant Whitaker,2,O REB,,,Scramble,,Half Court,,,,,,,,
251230,2150.08166549,10.0,#10 Grant Whitaker,3,Cut Assist,,,Scramble,,Half Court,,,,,,,,
251230,2150.08166549,10.0,#10 Grant Whitaker,4,O REB,,,Scramble,,Half Court,,,,,,,,
251230,2150.08166549,10.0,#10 Grant Whitaker,5,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2158.307413333,10.0,#10 Grant Whitaker,6,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2521.314728499,10.0,#10 Grant Whitaker,7,D REB,,,5v5 Hog,,Half Court,,,,,,,,
251230,2618.367997801,8.0,#10 Grant Whitaker,8,-3,Box Touch 0,,5v5 Hog,,Half Court,Reversal 0,Shot Qual 1,,,,,,
251230,2634.768275185,8.0,#10 Grant Whitaker,9,-2,Box Touch 1,,5v5 Hog,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,2693.363829732,10.0,#10 Grant Whitaker,10,Turnover,,,5v5 Hog,,Half Court,,,,,,,,
251230,2899.164741691,10.0,#10 Grant Whitaker,11,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3526.095972288,10.0,#10 Grant Whitaker,12,No Crash,,,Baseline Touch,,Half Court,,,,,,,,
251230,3669.02332271,10.0,#10 Grant Whitaker,13,Cut Assist,,,Baseline Touch,,Transition,,,,,,,,
251230,3669.43966334,10.0,#10 Grant Whitaker,14,Crash,,,Baseline Touch,,Transition,,,,,,,,
251230,3802.79903776,10.0,#10 Grant Whitaker,15,Assist,,,Baseline Touch,,Half Court,,,,,,,,
251230,4236.512806546,10.0,#10 Grant Whitaker,16,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4552.327640416,10.0,#10 Grant Whitaker,17,D REB,,,4v4,,Half Court,,,,,,,,
251230,4609.253940539,10.0,#10 Grant Whitaker,18,Deflection,,,4v4,,Half Court,,,,,,,,
251230,5104.472102144,10.0,#10 Grant Whitaker,19,D REB,,,4v4,,Half Court,,,,,,,,
251230,5194.778191042,10.0,#10 Grant Whitaker,20,Assist,,,4v4,,Half Court,,,,,,,,
251230,5194.778191042,10.0,#10 Grant Whitaker,21,Crash,,,4v4,,Half Court,,,,,,,,
251230,5374.382895732,10.0,#10 Grant Whitaker,22,Crash,,,4v4,,Half Court,,,,,,,,
251230,5374.462180794,10.0,#10 Grant Whitaker,23,O REB,,,4v4,,Half Court,,,,,,,,
251230,5387.966844163,10.0,#10 Grant Whitaker,24,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5467.893892579,10.0,#10 Grant Whitaker,25,Crash,,,4v4,,Half Court,,,,,,,,
251230,6043.849019141,10.0,#10 Grant Whitaker,26,Crash,,,5v5,,Half Court,,,,,,,,
251230,6237.549070234,10.0,#10 Grant Whitaker,27,Assist,,,5v5,,Half Court,,,,,,,,
251230,6402.033103157,8.0,#10 Grant Whitaker,28,-3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,6476.807632131,8.0,#10 Grant Whitaker,29,+3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,6484.345965021,10.0,#10 Grant Whitaker,30,Steal,,,5v5,,Half Court,,,,,,,,
251230,6576.173322358,10.0,#10 Grant Whitaker,31,Crash,,,5v5,,Half Court,,,,,,,,
251230,6809.619301396,10.0,#10 Grant Whitaker,32,Crash,,,5v5,,Half Court,,,,,,,,
251230,6810.898895536,10.0,#10 Grant Whitaker,33,Deflection,,,5v5,,Half Court,,,,,,,,
251230,6811.12621739,8.0,#10 Grant Whitaker,34,-3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,6917.680679773,8.0,#10 Grant Whitaker,35,-2,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,6918.373224855,10.0,#10 Grant Whitaker,36,Crash,,,5v5,,Half Court,,,,,,,,
251230,6943.649983555,10.0,#10 Grant Whitaker,37,Turnover,,,5v5,,Half Court,,,,,,,,
251230,7250.781102457,10.0,#10 Grant Whitaker,38,Assist,,,5v5,,Half Court,,,,,,,,
251230,7396.805342693,10.0,#10 Grant Whitaker,39,Crash,,,5v5,,Half Court,,,,,,,,
251230,7495.184506555,10.0,#10 Grant Whitaker,40,Crash,,,5v5,,Transition,,,,,,,,
251230,1919.684967082,8.0,#32 Jack Karasinki,1,-3,Box Touch 0,,Scramble,,Half Court,Reversal 5,Shot Qual 2,,,,,,
251230,2521.48684139,8.0,#32 Jack Karasinki,2,-3,Box Touch 0,,5v5 Hog,,Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,2898.988098153,10.0,#32 Jack Karasinki,3,D REB,,,5v5 Hog,,Half Court,,,,,,,,
251230,3765.160593917,10.0,#32 Jack Karasinki,4,Cut Assist,,,Baseline Touch,,Transition,,,,,,,,
251230,3765.934272781,10.0,#32 Jack Karasinki,5,No Crash,,,Baseline Touch,,Transition,,,,,,,,
251230,4236.574130598,10.0,#32 Jack Karasinki,6,Block,,,4v4,,Half Court,,,,,,,,
251230,4273.12006763,10.0,#32 Jack Karasinki,7,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5052.961519777,10.0,#32 Jack Karasinki,8,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5104.29263924,10.0,#32 Jack Karasinki,9,Cut Assist,,,4v4,,Half Court,,,,,,,,
251230,5104.326859443,10.0,#32 Jack Karasinki,10,No Crash,,,4v4,,Half Court,,,,,,,,
251230,6056.367560707,8.0,#32 Jack Karasinki,11,+3,Box Touch 0,,5v5,,Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,6182.052183041,8.0,#32 Jack Karasinki,12,-3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,7145.710224409,10.0,#32 Jack Karasinki,13,Deflection,,,5v5,,Half Court,,,,,,,,
251230,7279.049673708,10.0,#32 Jack Karasinki,14,No Crash,,,5v5,,Half Court,,,,,,,,
251230,1869.534598254,10.0,#7 Donovan Hunter,1,Crash,,,Scramble,,Half Court,,,,,,,,
251230,1958.770659636,10.0,#7 Donovan Hunter,2,Turnover,,,Scramble,,Half Court,,,,,,,,
251230,2150.08166549,10.0,#7 Donovan Hunter,3,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2158.225969199,8.0,#7 Donovan Hunter,4,+3,Box Touch 1,,Scramble,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,2482.141668332,10.0,#7 Donovan Hunter,5,Turnover,,,5v5 Hog,,Half Court,,,,,,,,
251230,2864.245357624,10.0,#7 Donovan Hunter,6,D REB,,,5v5 Hog,,Half Court,,,,,,,,
251230,2898.988098153,8.0,#7 Donovan Hunter,7,-3,Box Touch 0,,5v5 Hog,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,3526.095972288,10.0,#7 Donovan Hunter,8,No Crash,,,Baseline Touch,,Half Court,,,,,,,,
251230,3548.575183147,10.0,#7 Donovan Hunter,9,Deflection,,,Baseline Touch,,Half Court,,,,,,,,
251230,3616.179360021,10.0,#7 Donovan Hunter,10,Cut FG,,,Baseline Touch,,Half Court,,,,,,,,
251230,3645.576776737,10.0,#7 Donovan Hunter,11,Crash,,,Baseline Touch,,Half Court,,,,,,,,
251230,3645.576776737,10.0,#7 Donovan Hunter,12,Deflection,,,Baseline Touch,,Half Court,,,,,,,,
251230,3802.627049983,8.637727635000374,#7 Donovan Hunter,13,+2,Box Touch 0,,Baseline Touch,,Half Court,Reversal 0,Shot Qual 3,,,,,,
251230,4236.932916144,8.0,#7 Donovan Hunter,14,-2,Box Touch 0,,4v4,,Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,4456.664946815,10.0,#7 Donovan Hunter,15,Steal,,,4v4,,Half Court,,,,,,,,
251230,5194.778191042,10.0,#7 Donovan Hunter,16,Crash,,,4v4,,Half Court,,,,,,,,
251230,5309.620606873,8.0,#7 Donovan Hunter,17,-3,Box Touch 0,,4v4,,Half Court,Reversal 2,Shot Qual 1,,,,,,
251230,5341.070722503,10.0,#7 Donovan Hunter,18,Assist,,,4v4,,Half Court,,,,,,,,
251230,5374.382895732,10.0,#7 Donovan Hunter,19,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5388.070667092,8.0,#7 Donovan Hunter,20,+3,Box Touch 3,,4v4,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,5415.724450906,8.0,#7 Donovan Hunter,21,+2,Box Touch 1,,4v4,,Half Court,Reversal 2,Shot Qual 4,,,,,,
251230,5415.724450906,10.0,#7 Donovan Hunter,22,Cut FG,,,4v4,,Half Court,,,,,,,,
251230,5467.893892579,10.0,#7 Donovan Hunter,23,No Crash,,,4v4,,Half Court,,,,,,,,
251230,6044.130314164,8.0,#7 Donovan Hunter,24,+3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,6182.022740987,10.0,#7 Donovan Hunter,25,Crash,,,5v5,,Half Court,,,,,,,,
251230,6216.475745433,10.0,#7 Donovan Hunter,26,Deflection,,,5v5,,Half Court,,,,,,,,
251230,6810.898895536,10.0,#7 Donovan Hunter,27,Deflection,,,5v5,,Half Court,,,,,,,,
251230,6838.413215504,10.0,#7 Donovan Hunter,28,Crash,,,5v5,,Half Court,,,,,,,,
251230,6884.670584006,10.0,#7 Donovan Hunter,29,Assist,,,5v5,,Half Court,,,,,,,,
251230,6927.074411514,10.0,#7 Donovan Hunter,30,No Crash,,,5v5,,Transition,,,,,,,,
251230,7278.840321648,8.0,#7 Donovan Hunter,31,-3,Box Touch 0,,5v5,,Half Court,Reversal 1,Shot Qual 2,,,,,,
251230,1869.534598254,10.0,#5 Myles Watkins,1,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2122.661753574,10.0,#5 Myles Watkins,2,D REB,,,Scramble,,Half Court,,,,,,,,
251230,2150.501954708,10.0,#5 Myles Watkins,3,No Crash,,,Scramble,,Half Court,,,,,,,,
251230,2158.225969199,10.0,#5 Myles Watkins,4,Assist,,,Scramble,,Half Court,,,,,,,,
251230,2158.225969199,10.0,#5 Myles Watkins,5,Cut Assist,,,Scramble,,Half Court,,,,,,,,
251230,2158.307413333,10.0,#5 Myles Watkins,6,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2618.324542375,10.0,#5 Myles Watkins,7,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,2618.367997801,10.0,#5 Myles Watkins,8,O REB,,,5v5 Hog,,Half Court,,,,,,,,
251230,2899.164741691,10.0,#5 Myles Watkins,9,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3526.095972288,10.0,#5 Myles Watkins,10,No Crash,,,Baseline Touch,,Half Court,,,,,,,,
251230,3645.824680743,8.0,#5 Myles Watkins,11,-2,Box Touch 0,,Baseline Touch,,Half Court,Reversal 0,Shot Qual 2,,,,,,
251230,4236.512806546,10.0,#5 Myles Watkins,12,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4302.309264622,10.0,#5 Myles Watkins,13,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4389.806998873,10.0,#5 Myles Watkins,14,Assist,,,4v4,,Half Court,,,,,,,,
251230,4422.486390836,10.0,#5 Myles Watkins,15,No Crash,,,4v4,,Half Court,,,,,,,,
251230,4530.161762442,10.0,#5 Myles Watkins,16,Deflection,,,4v4,,Half Court,,,,,,,,
251230,4609.253940539,10.0,#5 Myles Watkins,17,Steal,,,4v4,,Half Court,,,,,,,,
251230,4658.106361106,10.0,#5 Myles Watkins,18,Turnover,,,4v4,,Half Court,,,,,,,,
251230,4691.965956781,10.0,#5 Myles Watkins,19,Deflection,,,4v4,,Half Court,,,,,,,,
251230,4695.887508222,10.0,#5 Myles Watkins,20,D REB,,,4v4,,Half Court,,,,,,,,
251230,5052.943949085,10.0,#5 Myles Watkins,21,D REB,,,4v4,,Half Court,,,,,,,,
251230,5155.485818857,10.0,#5 Myles Watkins,22,Deflection,,,4v4,,Half Court,,,,,,,,
251230,5194.778191042,10.0,#5 Myles Watkins,23,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5225.725865521,10.0,#5 Myles Watkins,24,Turnover,,,4v4,,Half Court,,,,,,,,
251230,5309.726885749,10.0,#5 Myles Watkins,25,Crash,,,4v4,,Half Court,,,,,,,,
251230,5374.407091231,8.0,#5 Myles Watkins,26,-3,Box Touch 0,,4v4,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,5387.966844163,10.0,#5 Myles Watkins,27,No Crash,,,4v4,,Half Court,,,,,,,,
251230,5388.070667092,10.0,#5 Myles Watkins,28,Assist,,,4v4,,Half Court,,,,,,,,
251230,5442.919239483,8.0,#5 Myles Watkins,29,-2,Box Touch 1,,4v4,,Half Court,Reversal 1,Shot Qual 1,,,,,,
251230,5468.146423463,8.0,#5 Myles Watkins,30,-3,Box Touch 0,,4v4,,Half Court,Reversal 0,Shot Qual 1,,,,,,
251230,6237.549070234,8.0,#5 Myles Watkins,31,+2,Box Touch 1,,5v5,,Half Court,Reversal 2,Shot Qual 4,,,,,,
251230,6237.549070234,10.0,#5 Myles Watkins,32,Cut FG,,,5v5,,Half Court,,,,,,,,
251230,6259.445420414,10.0,#5 Myles Watkins,33,Steal,,,5v5,,Half Court,,,,,,,,
251230,6476.880764831,10.0,#5 Myles Watkins,34,No Crash,,,5v5,,Half Court,,,,,,,,
251230,6809.619301396,10.0,#5 Myles Watkins,35,Crash,,,5v5,,Half Court,,,,,,,,
251230,7092.008518238,8.0,#5 Myles Watkins,36,-2,Box Touch 1,,5v5,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,7397.772861208,10.0,#5 Myles Watkins,37,No Crash,,,5v5,,Half Court,,,,,,,,
251230,7495.184506555,10.0,#5 Myles Watkins,38,Crash,,,5v5,,Transition,,,,,,,,
251230,1877.953162295,10.0,#24 Michael Wilson,1,Steal,,,Scramble,,Half Court,,,,,,,,
251230,1919.954730692,10.0,#24 Michael Wilson,2,Crash,,,Scramble,,Half Court,,,,,,,,
251230,1999.346180187,10.0,#24 Michael Wilson,3,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2047.807466313,8.0,#24 Michael Wilson,4,+3,Box Touch 0,,Scramble,,Half Court,Reversal 1,Shot Qual 3,,,,,,
251230,2116.560978297,10.0,#24 Michael Wilson,5,O REB,,,Scramble,,Half Court,,,,,,,,
251230,2116.585631148,10.0,#24 Michael Wilson,6,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2122.974188646,10.0,#24 Michael Wilson,7,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2521.771479643,10.0,#24 Michael Wilson,8,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,2741.546931891,10.0,#24 Michael Wilson,9,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,2801.731417349,10.0,#24 Michael Wilson,10,Cut Assist,,,5v5 Hog,,Half Court,,,,,,,,
251230,2864.8391375,10.0,#24 Michael Wilson,11,No Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3600.323296339,8.0,#24 Michael Wilson,12,-2,Box Touch 1,,Baseline Touch,,Half Court,Reversal 2,Shot Qual 3,,,,,,
251230,3600.323296339,10.0,#24 Michael Wilson,13,Cut FG,,,Baseline Touch,,Half Court,,,,,,,,
251230,3645.824680743,10.0,#24 Michael Wilson,14,D REB,,,Baseline Touch,,Half Court,,,,,,,,
251230,3765.934272781,10.0,#24 Michael Wilson,15,No Crash,,,Baseline Touch,,Transition,,,,,,,,
251230,4273.058568667,10.0,#24 Michael Wilson,16,Crash,,,4v4,,Half Court,,,,,,,,
251230,4548.894047817,10.0,#24 Michael Wilson,17,Crash,,,4v4,,Half Court,,,,,,,,
251230,4609.105742394,10.0,#24 Michael Wilson,18,Turnover,,,4v4,,Half Court,,,,,,,,
251230,4695.917500167,10.0,#24 Michael Wilson,19,Crash,,,4v4,,Half Court,,,,,,,,
251230,5104.29263924,10.0,#24 Michael Wilson,20,Cut Assist,,,4v4,,Half Court,,,,,,,,
251230,5104.326859443,10.0,#24 Michael Wilson,21,Crash,,,4v4,,Half Court,,,,,,,,
251230,5442.919239483,10.0,#24 Michael Wilson,22,Block,,,4v4,,Half Court,,,,,,,,
251230,6182.022740987,10.0,#24 Michael Wilson,23,Crash,,,5v5,,Half Court,,,,,,,,
251230,6182.052183041,10.0,#24 Michael Wilson,24,Cut Assist,,,5v5,,Half Court,,,,,,,,
251230,6259.445420414,10.0,#24 Michael Wilson,25,Turnover,,,5v5,,Half Court,,,,,,,,
251230,6484.345965021,10.0,#24 Michael Wilson,26,Turnover,,,5v5,,Half Court,,,,,,,,
251230,7279.049673708,10.0,#24 Michael Wilson,27,Crash,,,5v5,,Half Court,,,,,,,,
251230,1920.130773317,10.0,#4 Grant Neal,1,D REB,,,Scramble,,Half Court,,,,,,,,
251230,2150.08166549,10.0,#4 Grant Neal,2,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2158.307413333,10.0,#4 Grant Neal,3,Crash,,,Scramble,,Half Court,,,,,,,,
251230,2899.164741691,10.0,#4 Grant Neal,4,Crash,,,5v5 Hog,,Half Court,,,,,,,,
251230,3669.40828875,10.0,#4 Grant Neal,5,Assist,,,Baseline Touch,,Transition,,,,,,,,
251230,3669.43966334,10.0,#4 Grant Neal,6,No Crash,,,Baseline Touch,,Transition,,,,,,,,
251230,4302.165880029,10.0,#4 Grant Neal,7,O REB,,,4v4,,Half Court,,,,,,,,
251230,4302.165880029,10.0,#4 Grant Neal,8,Crash,,,4v4,,Half Court,,,,,,,,
251230,4422.486390836,10.0,#4 Grant Neal,9,No Crash,,,4v4,,Half Court,,,,,,,,
